the_geom,BoroCode,BoroName,specific_borough,Amount_of_Racks
POINT (-73.97938516594576 40.64282902837737),3,Brooklyn,,
POINT (-73.9896187506513 40.735233085628366),1,Manhattan,,
POINT (-73.97341889598893 40.7853000989308),1,Manhattan,,
POINT (-73.99863955243286 40.73996549835943),1,Manhattan,,
POINT (-73.9896187506513 40.735233085628366),1,Manhattan,,
POINT (-74.00069999189196 40.7324174332095),1,Manhattan,,
POINT (-74.00211779802763 40.72550337637738),1,Manhattan,,
POINT (-74.01192539272641 40.71376618769829),1,Manhattan,,
POINT (-74.00495699317844 40.72324709849618),1,Manhattan,,
POINT (-73.96212990277955 40.71683470911754),3,Brooklyn,,
POINT (-73.96212990277955 40.71683470911754),3,Brooklyn,,
POINT (-73.99273905333278 40.743755778971774),1,Manhattan,,
POINT (-73.99273905333278 40.743755778971774),1,Manhattan,,
POINT (-73.99273905333278 40.743755778971774),1,Manhattan,,
POINT (-73.97341889598893 40.7853000989308),1,Manhattan,,
POINT (-73.97409259236818 40.68726042725841),3,Brooklyn,,
POINT (-73.97570556208197 40.674088613329054),3,Brooklyn,,
POINT (-73.97938516594576 40.64282902837737),3,Brooklyn,,
POINT (-73.97938516594576 40.64282902837737),3,Brooklyn,,
POINT (-73.98886369020266 40.71911031544296),1,Manhattan,,
POINT (-73.9320530648599 40.680115108626396),3,Brooklyn,,
POINT (-73.9320530648599 40.680115108626396),3,Brooklyn,,
POINT (-73.92484669602894 40.86177667537155),1,Manhattan,,
POINT (-73.92523119250976 40.863851917023645),1,Manhattan,,
POINT (-73.92523119250976 40.863851917023645),1,Manhattan,,
POINT (-73.97970516359209 40.64513744921359),3,Brooklyn,,
POINT (-73.99230414494328 40.69728423774602),3,Brooklyn,,
POINT (-73.99230414494328 40.69728423774602),3,Brooklyn,,
POINT (-73.99294650476224 40.69314791368286),3,Brooklyn,,
POINT (-73.99294650476224 40.69314791368286),3,Brooklyn,,
POINT (-73.96198732699717 40.77074704616418),1,Manhattan,,
POINT (-73.96033246481436 40.68209908069093),3,Brooklyn,,
POINT (-73.96607126220313 40.76227805031561),1,Manhattan,,
POINT (-73.96978177956463 40.64377111185538),3,Brooklyn,,
POINT (-73.9636298074931 40.61245128089039),3,Brooklyn,,
POINT (-73.95352279798504 40.74260755815478),4,Queens,,
POINT (-73.85256001042316 40.72652062435146),4,Queens,,
POINT (-73.85256001042316 40.72652062435146),4,Queens,,
POINT (-73.86341638901318 40.7475313980374),4,Queens,,
POINT (-73.85168624753449 40.71060261854981),4,Queens,,
POINT (-73.85168624753449 40.71060261854981),4,Queens,,
POINT (-73.98615123067768 40.75205529441651),1,Manhattan,,
POINT (-73.96369150764328 40.757270911894544),1,Manhattan,,
POINT (-73.89257077251975 40.820983956656555),2,Bronx,,
POINT (-73.98615123067768 40.75205529441651),1,Manhattan,,
POINT (-73.96369150764328 40.757270911894544),1,Manhattan,,
POINT (-73.96369150764328 40.757270911894544),1,Manhattan,,
POINT (-73.96190785854344 40.770821128639895),1,Manhattan,,
POINT (-73.96190785854344 40.770821128639895),1,Manhattan,,
POINT (-73.95810129951492 40.646665942534014),3,Brooklyn,,
POINT (-73.95810129951492 40.646665942534014),3,Brooklyn,,
POINT (-73.95481369526097 40.733498237904286),3,Brooklyn,,
POINT (-73.85231494138604 40.72639954105651),4,Queens,,
POINT (-73.8646102162485 40.74968194815453),4,Queens,,
POINT (-73.85185998999081 40.726560898081665),4,Queens,,
POINT (-73.85164658260601 40.710597077917086),4,Queens,,
POINT (-73.8522861088588 40.726385780295885),4,Queens,,
POINT (-73.85227529742465 40.726380276915414),4,Queens,,
POINT (-73.82194686299161 40.58344654139978),4,Queens,,
POINT (-73.85183488741599 40.726492246003986),4,Queens,,
POINT (-73.82194686299161 40.58344654139978),4,Queens,,
POINT (-73.82194686299161 40.58344654139978),4,Queens,,
POINT (-73.82194686299161 40.58344654139978),4,Queens,,
POINT (-73.82194686299161 40.58344654139978),4,Queens,,
POINT (-73.82194686299161 40.58344654139978),4,Queens,,
POINT (-73.85183488741599 40.726492246003986),4,Queens,,
POINT (-73.8934658054162 40.82386125311609),2,Bronx,,
POINT (-73.96195480942743 40.770790952077576),1,Manhattan,,
POINT (-73.95812289332052 40.64670986685889),3,Brooklyn,,
POINT (-73.95812289332052 40.64670986685889),3,Brooklyn,,
POINT (-73.95479204571686 40.73349822940711),3,Brooklyn,,
POINT (-73.93300000970504 40.695733412971165),3,Brooklyn,,
POINT (-73.965935869168 40.624688271968324),3,Brooklyn,,
POINT (-73.9654832062757 40.622297424236436),3,Brooklyn,,
POINT (-73.9654832062757 40.622297424236436),3,Brooklyn,,
POINT (-73.9548208819998 40.73354215670695),3,Brooklyn,,
POINT (-73.94368276125293 40.67305908326504),3,Brooklyn,,
POINT (-73.96021349883404 40.68207433671182),3,Brooklyn,,
POINT (-73.94368276125293 40.67305908326504),3,Brooklyn,,
POINT (-73.94368276125293 40.67305908326504),3,Brooklyn,,
POINT (-73.94368276125293 40.67305908326504),3,Brooklyn,,
POINT (-73.94368276125293 40.67305908326504),3,Brooklyn,,
POINT (-73.94368276125293 40.67305908326504),3,Brooklyn,,
POINT (-73.94368276125293 40.67305908326504),3,Brooklyn,,
POINT (-73.94368276125293 40.67305908326504),3,Brooklyn,,
POINT (-73.94368276125293 40.67305908326504),3,Brooklyn,,
POINT (-73.94368276125293 40.67305908326504),3,Brooklyn,,
POINT (-73.96249351420349 40.775830468448156),1,Manhattan,,
POINT (-73.95282483865226 40.74468230615739),4,Queens,,
POINT (-73.95282483865226 40.74468230615739),4,Queens,,
POINT (-74.11629869035872 40.63464474949873),5,Staten Island,,
POINT (-73.96132384423127 40.682321744331354),3,Brooklyn,,
POINT (-73.96132384423127 40.682321744331354),3,Brooklyn,,
POINT (-73.87171414598048 40.67412670357747),3,Brooklyn,,
POINT (-73.96857671236121 40.63936266383592),3,Brooklyn,,
POINT (-73.96360818673072 40.612470487568224),3,Brooklyn,,
POINT (-73.96360818673072 40.612470487568224),3,Brooklyn,,
POINT (-73.95482806688733 40.73358882025714),3,Brooklyn,,
POINT (-73.8777579706837 40.84428830294064),2,Bronx,,
POINT (-73.8777579706837 40.84428830294064),2,Bronx,,
POINT (-73.98605375238672 40.752184285500846),1,Manhattan,,
POINT (-73.96856229710559 40.63936814945749),3,Brooklyn,,
POINT (-73.96681247218233 40.62947269764153),3,Brooklyn,,
POINT (-73.95807994544386 40.64624049313585),3,Brooklyn,,
POINT (-73.85013459271927 40.827998776454876),2,Bronx,,
POINT (-73.89330307700996 40.82394618876027),2,Bronx,,
POINT (-73.87145815097992 40.67414563126069),3,Brooklyn,,
POINT (-73.97986853712666 40.66499048237709),3,Brooklyn,,
POINT (-73.96453115539781 40.617504727147676),3,Brooklyn,,
POINT (-73.8556405723102 40.84836882895193),2,Bronx,,
POINT (-73.8556405723102 40.84836882895193),2,Bronx,,
POINT (-73.97848082197677 40.57548257792652),3,Brooklyn,,
POINT (-73.97848082197677 40.57548257792652),3,Brooklyn,,
POINT (-73.97848082197677 40.57548257792652),3,Brooklyn,,
POINT (-73.97848082197677 40.57548257792652),3,Brooklyn,,
POINT (-73.95487119315392 40.73384409971014),3,Brooklyn,,
POINT (-73.99518935196893 40.69502819548463),3,Brooklyn,,
POINT (-73.99731167856926 40.73755009353914),1,Manhattan,,
POINT (-73.9905989429674 40.718742672271226),1,Manhattan,,
POINT (-73.97810822173358 40.679905272383756),3,Brooklyn,,
POINT (-73.99518935196893 40.69502819548463),3,Brooklyn,,
POINT (-73.98511337743803 40.74482000842639),1,Manhattan,,
POINT (-73.9415711242241 40.67615688110783),3,Brooklyn,,
POINT (-73.88687764953521 40.6524972694368),3,Brooklyn,,
POINT (-73.91725638312862 40.6831905454369),3,Brooklyn,,
POINT (-73.94890991954824 40.7908224757434),1,Manhattan,,
POINT (-73.93862261261235 40.80487046650326),1,Manhattan,,
POINT (-73.9645536981852 40.71071466211458),3,Brooklyn,,
POINT (-73.9645536981852 40.71071466211458),3,Brooklyn,,
POINT (-73.98944938276556 40.688237253336766),3,Brooklyn,,
POINT (-73.98944938276556 40.688237253336766),3,Brooklyn,,
POINT (-73.9503639665507 40.80230156771579),1,Manhattan,,
POINT (-73.99518935196893 40.69502819548463),3,Brooklyn,,
POINT (-73.99518935196893 40.69502819548463),3,Brooklyn,,
POINT (-73.99889949806594 40.732346066604464),1,Manhattan,,
POINT (-73.96852626672388 40.639365394820665),3,Brooklyn,,
POINT (-73.9522135274462 40.676211200197926),3,Brooklyn,,
POINT (-73.97987574871463 40.66498224932074),3,Brooklyn,,
POINT (-73.96378209442652 40.80309978954809),1,Manhattan,,
POINT (-73.95810156667527 40.64624050101497),3,Brooklyn,,
POINT (-73.95094661821786 40.66354077571438),3,Brooklyn,,
POINT (-73.95094661821786 40.66354077571438),3,Brooklyn,,
POINT (-73.850763219678 40.71043673996605),4,Queens,,
POINT (-73.850763219678 40.71043673996605),4,Queens,,
POINT (-73.86394241389046 40.749736056180346),4,Queens,,
POINT (-73.86394241389046 40.749736056180346),4,Queens,,
POINT (-73.86348294668838 40.74851409792002),4,Queens,,
POINT (-73.86394598938969 40.74975252887732),4,Queens,,
POINT (-73.8652494228523 40.75305874024389),4,Queens,,
POINT (-73.83849377796358 40.68147106490107),4,Queens,,
POINT (-73.86390266856847 40.749757967190305),4,Queens,,
POINT (-73.86638454856796 40.757561450517485),4,Queens,,
POINT (-73.97985772844419 40.66497401184868),3,Brooklyn,,
POINT (-73.96157545190991 40.77127115553955),1,Manhattan,,
POINT (-73.97003269274846 40.64672182127317),3,Brooklyn,,
POINT (-73.95487837810924 40.73389076325518),3,Brooklyn,,
POINT (-73.95487837810924 40.73389076325518),3,Brooklyn,,
POINT (-73.86381967531537 40.749749634861686),4,Queens,,
POINT (-73.86381964165037 40.74976610329547),4,Queens,,
POINT (-73.8637980149014 40.749752353996435),4,Queens,,
POINT (-73.83842161602776 40.68149292176633),4,Queens,,
POINT (-73.83842161602776 40.68149292176633),4,Queens,,
POINT (-73.83842161602776 40.68149292176633),4,Queens,,
POINT (-73.86377636009829 40.749752328388155),4,Queens,,
POINT (-73.86377636009829 40.749752328388155),4,Queens,,
POINT (-73.85065140254686 40.710436594950835),4,Queens,,
POINT (-73.85014156602571 40.828111318746714),2,Bronx,,
POINT (-73.99476437339206 40.64208417594319),3,Brooklyn,,
POINT (-73.96236704600248 40.77600334532732),1,Manhattan,,
POINT (-73.95094305007981 40.663491368268694),3,Brooklyn,,
POINT (-73.851219551523 40.72576958100569),4,Queens,,
POINT (-73.86375827513551 40.74977152021759),4,Queens,,
POINT (-73.86326570770784 40.75061083045751),4,Queens,,
POINT (-73.86326570770784 40.75061083045751),4,Queens,,
POINT (-73.86373661471197 40.7497742393408),4,Queens,,
POINT (-73.86369690861073 40.749776937107015),4,Queens,,
POINT (-73.96334473031922 40.757742898159115),1,Manhattan,,
POINT (-73.8920577166093 40.82098896694602),2,Bronx,,
POINT (-73.96586381745463 40.62469648495268),3,Brooklyn,,
POINT (-73.96586381745463 40.62469648495268),3,Brooklyn,,
POINT (-73.8920577166093 40.82098896694602),2,Bronx,,
POINT (-73.95806922279957 40.646100505502964),3,Brooklyn,,
POINT (-73.89273534078018 40.824236601604916),2,Bronx,,
POINT (-73.96662236397232 40.75747216435556),1,Manhattan,,
POINT (-73.96361219995826 40.80333578289042),1,Manhattan,,
POINT (-73.95992149046977 40.6820138495919),3,Brooklyn,,
POINT (-73.89644734028938 40.81646420372576),2,Bronx,,
POINT (-73.8930173670359 40.8241133515265),2,Bronx,,
POINT (-73.9548927499082 40.73398134559503),3,Brooklyn,,
POINT (-73.96226589120256 40.77610761205892),1,Manhattan,,
POINT (-73.96226589120256 40.77610761205892),1,Manhattan,,
POINT (-73.96329417515204 40.75778130841254),1,Manhattan,,
POINT (-73.89216613326577 40.82097260010047),2,Bronx,,
POINT (-73.85015585266956 40.82818544455897),2,Bronx,,
POINT (-73.95487110020717 40.73398133711272),3,Brooklyn,,
POINT (-73.96141285940759 40.771493424644156),1,Manhattan,,
POINT (-73.89210471229768 40.82097254264465),2,Bronx,,
POINT (-73.89184712628501 40.82384876746245),2,Bronx,,
POINT (-73.96655012342127 40.75756820928088),1,Manhattan,,
POINT (-73.96354351733716 40.8034318263975),1,Manhattan,,
POINT (-73.96151762360307 40.771380925594826),1,Manhattan,,
POINT (-73.96151762360307 40.771380925594826),1,Manhattan,,
POINT (-73.99180366031825 40.690842232003284),3,Brooklyn,,
POINT (-73.90544527030838 40.8530973816054),2,Bronx,,
POINT (-73.96357002007451 40.715407898374885),3,Brooklyn,,
POINT (-73.95599227359311 40.73004030267013),3,Brooklyn,,
POINT (-73.97168443501019 40.78799501348175),1,Manhattan,,
POINT (-73.98373582050053 40.7257959364865),1,Manhattan,,
POINT (-73.96304992076514 40.716582489706894),3,Brooklyn,,
POINT (-73.98939889533625 40.68827567540594),3,Brooklyn,,
POINT (-73.9887715652429 40.73061358398126),1,Manhattan,,
POINT (-74.0056492647591 40.71841354609772),1,Manhattan,,
POINT (-73.95849587708398 40.71910062824668),3,Brooklyn,,
POINT (-73.99180366031825 40.690842232003284),3,Brooklyn,,
POINT (-73.95455245036337 40.78323565224848),1,Manhattan,,
POINT (-73.95455245036337 40.78323565224848),1,Manhattan,,
POINT (-73.98060281645543 40.68099813928112),3,Brooklyn,,
POINT (-73.99907279529205 40.724883077335356),1,Manhattan,,
POINT (-73.96283740425605 40.800118716465384),1,Manhattan,,
POINT (-73.96283740425605 40.800118716465384),1,Manhattan,,
POINT (-73.92706149612977 40.701471857027784),3,Brooklyn,,
POINT (-73.98728245774963 40.6873422390394),3,Brooklyn,,
POINT (-73.93861176357757 40.80488418432651),1,Manhattan,,
POINT (-73.93861176357757 40.80488418432651),1,Manhattan,,
POINT (-73.99252997764671 40.67727212959735),3,Brooklyn,,
POINT (-73.96304992076514 40.716582489706894),3,Brooklyn,,
POINT (-73.94288008677022 40.705285039102705),3,Brooklyn,,
POINT (-73.95455245036337 40.78323565224848),1,Manhattan,,
POINT (-73.98848345646638 40.727492768157205),1,Manhattan,,
POINT (-73.96207581275172 40.71679900949658),3,Brooklyn,,
POINT (-73.99191969653828 40.74502379811433),1,Manhattan,,
POINT (-73.95488547201577 40.73407191945234),3,Brooklyn,,
POINT (-73.96651400296982 40.7576176040957),1,Manhattan,,
POINT (-73.96351098332265 40.80347847634717),1,Manhattan,,
POINT (-73.8798635271885 40.841153311359136),2,Bronx,,
POINT (-73.95353761198314 40.742064103608925),4,Queens,,
POINT (-73.95353761198314 40.742064103608925),4,Queens,,
POINT (-73.95353761198314 40.742064103608925),4,Queens,,
POINT (-73.8625670034698 40.74989361855282),4,Queens,,
POINT (-73.84981130216669 40.71028728395018),4,Queens,,
POINT (-73.85025464172789 40.72488177227782),4,Queens,,
POINT (-73.86255256690407 40.749893601326804),4,Queens,,
POINT (-73.85025464172789 40.72488177227782),4,Queens,,
POINT (-73.86255256690407 40.749893601326804),4,Queens,,
POINT (-73.86292623460949 40.750711982551366),4,Queens,,
POINT (-73.86291540140392 40.750714714404346),4,Queens,,
POINT (-73.84957689078017 40.710267764550494),4,Queens,,
POINT (-73.96319662265753 40.75795145112488),1,Manhattan,,
POINT (-73.95208013068925 40.67621937902471),3,Brooklyn,,
POINT (-73.96319662265753 40.75795145112488),1,Manhattan,,
POINT (-73.9310226328533 40.7038320530175),3,Brooklyn,,
POINT (-73.9310226328533 40.7038320530175),3,Brooklyn,,
POINT (-73.96130446539787 40.771638859182474),1,Manhattan,,
POINT (-73.86289731028299 40.75073665083445),4,Queens,,
POINT (-73.84944708855474 40.71024563677233),4,Queens,,
POINT (-73.86287928694603 40.75072565039925),4,Queens,,
POINT (-73.84974640098527 40.710276220211576),4,Queens,,
POINT (-73.86248397621951 40.74990175369509),4,Queens,,
POINT (-73.86248397621951 40.74990175369509),4,Queens,,
POINT (-73.86248397621951 40.74990175369509),4,Queens,,
POINT (-73.86246953398556 40.749904481197476),4,Queens,,
POINT (-73.83622012579819 40.67943671597036),4,Queens,,
POINT (-73.86285400568825 40.750733854536634),4,Queens,,
POINT (-73.84972115820493 40.71027344249954),4,Queens,,
POINT (-73.86245509741754 40.74990446395924),4,Queens,,
POINT (-73.86286119581017 40.75074758682365),4,Queens,,
POINT (-73.96319302824227 40.75792400258372),1,Manhattan,,
POINT (-73.96647788246482 40.75766699889882),1,Manhattan,,
POINT (-73.89185423333925 40.82392288137639),2,Bronx,,
POINT (-73.96647788246482 40.75766699889882),1,Manhattan,,
POINT (-73.96647788246482 40.75766699889882),1,Manhattan,,
POINT (-73.98565301347301 40.75269475906016),1,Manhattan,,
POINT (-73.83755206128865 40.681755196422124),4,Queens,,
POINT (-73.84919107775063 40.71020687500692),4,Queens,,
POINT (-73.86249189703165 40.74956141468748),4,Queens,,
POINT (-73.83618770482889 40.67942569072656),4,Queens,,
POINT (-73.83617689559398 40.6794229305643),4,Queens,,
POINT (-73.86243773184158 40.749575073740125),4,Queens,,
POINT (-73.85024553872361 40.82847375680258),2,Bronx,,
POINT (-73.86242328400826 40.74958054597585),4,Queens,,
POINT (-73.89185778404932 40.823961310686634),2,Bronx,,
POINT (-73.89185778404932 40.823961310686634),2,Bronx,,
POINT (-73.9655402444921 40.762999759529684),1,Manhattan,,
POINT (-73.82464464609133 40.68717365350797),4,Queens,,
POINT (-73.82461224374984 40.68715439073195),4,Queens,,
POINT (-73.83307707305624 40.68487509280438),4,Queens,,
POINT (-73.8246087823989 40.687099490040346),4,Queens,,
POINT (-73.89187588998985 40.823936625249246),2,Bronx,,
POINT (-73.8451583850118 40.68072815807),4,Queens,,
POINT (-73.8462683751051 40.680935504308806),4,Queens,,
POINT (-73.96118520833872 40.771836440797095),1,Manhattan,,
POINT (-73.96645619327253 40.75773012249047),1,Manhattan,,
POINT (-73.85026344514473 40.82854514258454),2,Bronx,,
POINT (-73.93083140061022 40.703908791549594),3,Brooklyn,,
POINT (-73.96308827283173 40.75806395076783),1,Manhattan,,
POINT (-73.96308827283173 40.75806395076783),1,Manhattan,,
POINT (-73.96114907616919 40.77188583382536),1,Manhattan,,
POINT (-73.96114907616919 40.77188583382536),1,Manhattan,,
POINT (-73.96114907616919 40.77188583382536),1,Manhattan,,
POINT (-73.95807660922304 40.64581505028304),3,Brooklyn,,
POINT (-73.89188657338799 40.824032700216094),2,Bronx,,
POINT (-73.87081983924784 40.67425745201544),3,Brooklyn,,
POINT (-73.82430751299002 40.686486945646664),4,Queens,,
POINT (-73.90538749178555 40.85305616375336),2,Bronx,,
POINT (-73.98923644094421 40.73414612756419),1,Manhattan,,
POINT (-73.98870056474384 40.70248527308322),3,Brooklyn,,
POINT (-73.95001416651327 40.80155210591589),1,Manhattan,,
POINT (-73.99735137116441 40.737566562941),1,Manhattan,,
POINT (-73.97173499080029 40.78799777061829),1,Manhattan,,
POINT (-74.00206007291735 40.72554454869833),1,Manhattan,,
POINT (-73.99015322352456 40.73228526638591),1,Manhattan,,
POINT (-74.00822609228615 40.72740521821744),1,Manhattan,,
POINT (-73.96381593176397 40.70762931850092),3,Brooklyn,,
POINT (-74.00284839567931 40.68357708054875),3,Brooklyn,,
POINT (-74.00345057282095 40.68450479689517),3,Brooklyn,,
POINT (-73.95001416651327 40.80155210591589),1,Manhattan,,
POINT (-73.99735137116441 40.737566562941),1,Manhattan,,
POINT (-73.98923644094421 40.73414612756419),1,Manhattan,,
POINT (-73.98923644094421 40.73414612756419),1,Manhattan,,
POINT (-73.99015322352456 40.73228526638591),1,Manhattan,,
POINT (-73.97825530061066 40.63794859167213),3,Brooklyn,,
POINT (-73.90538749178555 40.85305616375336),2,Bronx,,
POINT (-73.98547232293836 40.75372401697393),1,Manhattan,,
POINT (-73.91724563465037 40.68313564234992),3,Brooklyn,,
POINT (-73.9556767734581 40.73786547565567),3,Brooklyn,,
POINT (-73.9556767734581 40.73786547565567),3,Brooklyn,,
POINT (-73.98124997988995 40.61050670197826),3,Brooklyn,,
POINT (-74.08266696078417 40.62426285783347),5,Staten Island,,
POINT (-74.08266696078417 40.62426285783347),5,Staten Island,,
POINT (-74.08266696078417 40.62426285783347),5,Staten Island,,
POINT (-74.08266696078417 40.62426285783347),5,Staten Island,,
POINT (-74.08266696078417 40.62426285783347),5,Staten Island,,
POINT (-73.96543187331748 40.763145199034874),1,Manhattan,,
POINT (-73.96543187331748 40.763145199034874),1,Manhattan,,
POINT (-73.94361578406807 40.671263966698994),3,Brooklyn,,
POINT (-73.92036082819953 40.831063139737665),2,Bronx,,
POINT (-73.92036082819953 40.831063139737665),2,Bronx,,
POINT (-73.92036082819953 40.831063139737665),2,Bronx,,
POINT (-73.96194427787034 40.776585090522815),1,Manhattan,,
POINT (-73.96194427787034 40.776585090522815),1,Manhattan,,
POINT (-73.95076477303044 40.7487546520079),4,Queens,,
POINT (-73.83685906800577 40.68205888654987),4,Queens,,
POINT (-73.84856369697766 40.71010175045298),4,Queens,,
POINT (-73.82467583537746 40.58342877968107),4,Queens,,
POINT (-73.82467583537746 40.58342877968107),4,Queens,,
POINT (-73.82467583537746 40.58342877968107),4,Queens,,
POINT (-73.82467583537746 40.58342877968107),4,Queens,,
POINT (-73.82467583537746 40.58342877968107),4,Queens,,
POINT (-73.82467583537746 40.58342877968107),4,Queens,,
POINT (-73.82467583537746 40.58342877968107),4,Queens,,
POINT (-73.82467583537746 40.58342877968107),4,Queens,,
POINT (-73.8368338498755 40.682050616477376),4,Queens,,
POINT (-73.82928353800301 40.68503146883702),4,Queens,,
POINT (-73.86155627039595 40.749974751423316),4,Queens,,
POINT (-73.86150573094305 40.749980180158516),4,Queens,,
POINT (-73.8368229663089 40.682078048761525),4,Queens,,
POINT (-73.83278072378486 40.68371087681703),4,Queens,,
POINT (-73.87463271444238 40.66726797330604),3,Brooklyn,,
POINT (-73.96541382827503 40.76313695940759),1,Manhattan,,
POINT (-73.96541382827503 40.76313695940759),1,Manhattan,,
POINT (-73.95495023934991 40.73434093107771),3,Brooklyn,,
POINT (-73.86140826686938 40.74998829716622),4,Queens,,
POINT (-73.8486322421766 40.710096351082754),4,Queens,,
POINT (-73.8368013066243 40.68208899713061),4,Queens,,
POINT (-73.83675081660726 40.68209441505285),4,Queens,,
POINT (-73.83672915690545 40.68210536340835),4,Queens,,
POINT (-73.83672915690545 40.68210536340835),4,Queens,,
POINT (-73.85790941082226 40.74395930189978),4,Queens,,
POINT (-73.86058860341595 40.750171205974546),4,Queens,,
POINT (-73.96631893384104 40.757919469451565),1,Manhattan,,
POINT (-73.96631893384104 40.757919469451565),1,Manhattan,,
POINT (-73.96631893384104 40.757919469451565),1,Manhattan,,
POINT (-73.87056341888001 40.678209643559114),3,Brooklyn,,
POINT (-73.945013672217 40.755328464348),4,Queens,,
POINT (-73.95072867610445 40.74876287080174),4,Queens,,
POINT (-73.95072867610445 40.74876287080174),4,Queens,,
POINT (-73.86054887971375 40.75018213687131),4,Queens,,
POINT (-73.85771456387154 40.7439453376103),4,Queens,,
POINT (-73.9334270758658 40.66891722635246),3,Brooklyn,,
POINT (-73.96104067933904 40.772034012839995),1,Manhattan,,
POINT (-73.85713364291357 40.743897957757206),4,Queens,,
POINT (-73.86016968202777 40.75029421173159),4,Queens,,
POINT (-73.9653415784088 40.7632357482319),1,Manhattan,,
POINT (-73.9653415784088 40.7632357482319),1,Manhattan,,
POINT (-73.96099011199397 40.77207242200103),1,Manhattan,,
POINT (-73.94000659202764 40.83634213633158),1,Manhattan,,
POINT (-73.95804072251157 40.64557898529683),3,Brooklyn,,
POINT (-73.97897037458523 40.57551286136617),3,Brooklyn,,
POINT (-73.97897037458523 40.57551286136617),3,Brooklyn,,
POINT (-73.89187547968284 40.8241891384443),2,Bronx,,
POINT (-73.94001737166694 40.836410759580836),1,Manhattan,,
POINT (-73.97897757403139 40.575512862683844),3,Brooklyn,,
POINT (-73.97897757403139 40.575512862683844),3,Brooklyn,,
POINT (-73.8596207468265 40.75045548492486),4,Queens,,
POINT (-73.85953406883178 40.75048282671076),4,Queens,,
POINT (-73.89178428323143 40.824721528051946),2,Bronx,,
POINT (-73.85029185835668 40.82876475738514),2,Bronx,,
POINT (-73.99599322566766 40.64009151044208),3,Brooklyn,,
POINT (-73.9652909858954 40.76334003301051),1,Manhattan,,
POINT (-73.95806234352868 40.64557899318332),3,Brooklyn,,
POINT (-73.9627595244316 40.75855515416748),1,Manhattan,,
POINT (-73.89257619711626 40.82433800873074),2,Bronx,,
POINT (-73.96610220955368 40.75821309387687),1,Manhattan,,
POINT (-73.9627595244316 40.75855515416748),1,Manhattan,,
POINT (-73.94289085287761 40.705348173914096),3,Brooklyn,,
POINT (-73.90541997762467 40.853089126776084),2,Bronx,,
POINT (-73.90166419389168 40.858015473496195),2,Bronx,,
POINT (-73.95997901933546 40.71832438606765),3,Brooklyn,,
POINT (-73.95001414178012 40.8015850425598),1,Manhattan,,
POINT (-73.98597972028472 40.72666083005548),1,Manhattan,,
POINT (-73.99190968216939 40.73833483925014),1,Manhattan,,
POINT (-73.97842565573359 40.67940303891246),3,Brooklyn,,
POINT (-73.99190968216939 40.73833483925014),1,Manhattan,,
POINT (-73.90430140706668 40.86425913993571),2,Bronx,,
POINT (-73.94153859843216 40.67624744288274),3,Brooklyn,,
POINT (-73.94150716303415 40.70386805084844),3,Brooklyn,,
POINT (-73.99190968216939 40.73833483925014),1,Manhattan,,
POINT (-73.97842565573359 40.67940303891246),3,Brooklyn,,
POINT (-73.97842565573359 40.67940303891246),3,Brooklyn,,
POINT (-73.97842565573359 40.67940303891246),3,Brooklyn,,
POINT (-73.97842565573359 40.67940303891246),3,Brooklyn,,
POINT (-73.97113269896549 40.694577278443674),3,Brooklyn,,
POINT (-73.90430140706668 40.86425913993571),2,Bronx,,
POINT (-73.90166419389168 40.858015473496195),2,Bronx,,
POINT (-73.99190968216939 40.73833483925014),1,Manhattan,,
POINT (-73.96361474453005 40.79868072744666),1,Manhattan,,
POINT (-73.92914364509036 40.70036152657449),3,Brooklyn,,
POINT (-73.92914364509036 40.70036152657449),3,Brooklyn,,
POINT (-73.99247950710276 40.67725016816041),3,Brooklyn,,
POINT (-73.96479552971718 40.71041006736487),3,Brooklyn,,
POINT (-73.96339106574271 40.71284148932578),3,Brooklyn,,
POINT (-73.96339106574271 40.71284148932578),3,Brooklyn,,
POINT (-73.97559064436933 40.62362574876404),3,Brooklyn,,
POINT (-73.97577770382361 40.673976092977895),3,Brooklyn,,
POINT (-73.9884437580281 40.727550404848216),1,Manhattan,,
POINT (-73.98055543962916 40.59617874852751),3,Brooklyn,,
POINT (-73.92933042451006 40.704478790825036),3,Brooklyn,,
POINT (-73.94288969695143 40.67301751986653),3,Brooklyn,,
POINT (-73.94288969695143 40.67301751986653),3,Brooklyn,,
POINT (-73.94288969695143 40.67301751986653),3,Brooklyn,,
POINT (-73.94288969695143 40.67301751986653),3,Brooklyn,,
POINT (-73.94288969695143 40.67301751986653),3,Brooklyn,,
POINT (-73.96515371159018 40.76352937842739),1,Manhattan,,
POINT (-73.96515371159018 40.76352937842739),1,Manhattan,,
POINT (-73.89795542091052 40.65051766323794),3,Brooklyn,,
POINT (-73.89795542091052 40.65051766323794),3,Brooklyn,,
POINT (-73.84798677835008 40.71001315769244),4,Queens,,
POINT (-73.84798677835008 40.71001315769244),4,Queens,,
POINT (-73.8360107288324 40.68248586593897),4,Queens,,
POINT (-73.83595291943287 40.682535189426666),4,Queens,,
POINT (-73.84578752788197 40.679949485982924),4,Queens,,
POINT (-73.96513205659406 40.76352113766446),1,Manhattan,,
POINT (-73.83597823890408 40.682502288260935),4,Queens,,
POINT (-73.83581572026124 40.68261184735104),4,Queens,,
POINT (-73.84792187773843 40.71000209292478),4,Queens,,
